label,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20
odroid2,89.6,86.8,86.7,85.2,85.4,85.4,85.2,85.1,85.2,85.0,85.1,84.8,84.7,85.0,85.1,85.4,85.3,85.3,84.7,85.2,84.9
odroid2,90.0,86.7,86.1,85.2,84.8,85.1,85.0,85.0,84.9,85.1,84.7,85.2,84.8,85.1,84.6,85.2,85.0,84.9,85.0,85.2,85.1
odroid2,89.6,86.7,86.1,84.9,85.0,85.2,84.7,84.8,84.8,84.8,84.9,84.6,84.6,84.8,85.1,84.7,84.8,84.3,84.5,84.6,84.6
odroid2,89.6,86.2,86.3,85.1,85.1,84.9,84.8,85.1,85.0,85.2,84.8,85.1,85.2,85.0,85.1,84.7,85.3,84.8,85.1,84.9,85.3
odroid2,89.9,86.9,86.5,85.3,84.8,85.1,85.3,85.1,85.1,85.2,85.1,85.2,85.2,85.2,85.3,85.2,85.2,85.3,84.9,85.0,84.9
odroid2,89.6,87.3,86.7,85.1,85.2,85.4,85.2,85.2,85.1,84.9,85.1,85.2,84.8,85.0,84.8,84.7,85.3,84.9,85.1,84.9,84.9
odroid2,89.4,86.7,86.0,84.8,85.1,85.2,84.9,84.5,84.5,84.8,84.6,85.0,84.9,84.9,84.5,84.7,84.8,84.7,84.7,84.8,84.9
odroid2,89.5,86.6,86.0,85.3,84.8,84.9,85.3,84.8,84.9,85.0,84.7,85.3,84.9,84.8,84.9,85.0,85.0,85.2,85.0,84.8,84.8
odroid2,90.0,87.0,86.5,85.1,85.3,85.2,85.0,85.0,85.1,85.2,84.8,85.0,85.0,84.8,85.1,85.0,84.6,85.1,85.0,85.1,85.0
odroid2,89.8,87.2,86.5,85.1,85.0,85.1,85.1,84.6,84.8,84.6,84.7,84.9,84.9,85.0,85.0,84.6,84.7,85.0,84.6,84.9,85.3
odroid2,92.8,95.6,99.8,90.6,93.7,94.1,84.9,85.1,85.3,85.2,85.1,85.0,85.0,85.5,85.5,85.0,84.8,84.8,84.9,85.3,85.1
odroid2,90.0,86.8,86.5,85.1,85.0,84.7,84.9,85.1,84.9,84.8,85.3,85.6,84.9,85.4,85.3,85.2,85.2,85.1,84.7,84.7,84.8
odroid2,89.8,87.1,86.3,85.1,84.6,84.5,84.9,85.0,84.6,84.7,84.7,85.2,84.9,84.8,84.6,84.5,84.7,84.9,84.9,84.9,84.8
odroid2,89.8,86.4,86.5,84.7,84.9,84.6,84.8,85.1,84.9,84.7,85.1,85.0,84.6,84.5,85.0,84.9,84.9,85.0,84.6,84.5,84.9
odroid2,89.8,86.9,86.3,85.4,84.7,85.0,85.3,85.1,85.3,84.9,84.9,85.0,84.6,84.8,84.6,85.0,84.5,84.9,84.8,84.8,90.7
odroid2,89.4,86.9,86.4,85.2,85.0,85.2,84.9,85.1,85.0,84.8,84.8,85.1,84.9,85.0,85.2,84.8,85.2,85.3,84.8,84.8,84.8
odroid2,90.0,86.4,86.4,85.2,85.1,85.1,84.9,85.1,84.9,84.7,85.5,85.2,84.7,85.2,85.0,85.0,84.7,85.3,84.7,84.8,85.3
odroid2,89.8,86.8,86.6,85.4,85.0,85.6,84.9,85.4,85.2,85.0,84.7,84.6,85.2,84.9,85.0,84.9,84.9,85.0,84.8,85.1,85.0
odroid2,89.3,86.7,86.2,84.8,84.5,84.8,84.7,84.6,84.8,84.5,84.7,85.0,84.6,84.8,84.9,84.8,84.7,84.8,84.7,84.9,84.8
odroid2,89.8,87.1,86.8,84.9,84.8,84.9,84.7,84.9,85.2,85.2,85.1,85.1,84.7,84.9,85.2,85.0,84.7,85.1,85.0,85.0,85.0
odroid2,89.8,86.3,86.5,85.1,85.3,85.0,85.0,85.2,85.2,85.2,85.1,85.2,85.1,84.8,84.7,84.6,85.0,85.1,85.2,85.1,85.0
odroid2,89.7,86.8,86.3,85.1,84.5,85.2,85.2,84.6,84.6,84.7,84.5,84.8,84.5,84.6,85.2,84.7,84.7,84.5,84.4,85.0,84.7
odroid2,89.7,86.4,86.3,85.3,84.7,85.1,85.0,85.0,84.9,85.1,85.1,85.4,85.0,85.1,85.2,85.1,84.8,85.1,85.1,85.3,85.1
odroid2,89.7,86.7,86.2,85.3,85.1,84.9,85.2,84.7,84.8,85.2,84.9,84.9,85.0,85.0,85.1,84.7,84.9,85.0,84.6,84.9,84.8
odroid2,89.6,86.9,86.4,85.1,84.9,84.9,85.1,85.0,84.8,84.8,85.4,85.0,85.0,84.9,85.0,84.8,85.0,85.2,84.8,85.2,85.2
odroid2,89.6,87.1,86.3,84.9,85.1,84.8,85.2,85.1,85.3,85.1,85.2,85.5,84.9,85.2,85.1,85.1,84.7,85.1,85.2,85.1,84.9
odroid2,89.5,86.9,86.2,85.3,84.6,84.6,85.2,85.2,85.1,84.9,85.0,84.7,85.2,85.0,84.5,84.9,85.1,85.1,85.0,84.8,85.1
odroid2,90.0,87.2,85.9,85.1,85.0,84.9,84.6,85.0,84.7,85.2,84.9,85.3,84.9,85.0,85.1,85.1,84.8,84.8,84.7,85.2,84.8
odroid2,89.5,86.4,86.1,84.6,85.4,84.9,84.9,84.9,84.9,84.9,84.8,85.0,85.0,84.5,85.0,84.7,84.7,84.6,84.7,84.7,85.0
odroid2,90.8,93.2,86.0,85.3,85.8,91.3,92.5,86.4,85.6,85.8,85.1,85.2,86.2,86.4,100.1,99.9,87.9,88.3,88.0,87.1,86.9
odroid2,90.0,86.9,86.2,85.2,85.1,84.9,84.9,85.2,84.9,85.1,85.2,85.1,85.0,85.3,84.8,85.2,84.6,85.1,84.8,84.8,85.3
odroid2,89.8,87.1,86.2,85.3,84.9,85.1,84.9,84.8,84.8,85.2,85.0,85.3,86.1,84.6,84.9,84.9,85.1,84.9,85.0,84.7,84.6
odroid2,89.7,86.2,86.5,85.1,84.4,84.9,84.7,84.2,84.9,84.7,84.7,84.9,84.9,84.5,84.7,84.8,84.7,84.5,84.8,84.7,84.8
odroid2,89.5,86.8,86.2,85.1,84.9,85.0,85.0,85.1,85.1,85.2,85.1,85.1,84.7,84.9,85.4,85.1,84.7,84.8,85.4,84.9,85.0
odroid2,89.9,86.7,86.4,85.0,84.8,85.1,85.0,85.2,85.2,85.0,85.0,85.2,85.0,84.8,85.2,85.2,85.1,85.3,85.0,85.1,85.3
odroid2,89.8,86.8,86.4,85.2,85.0,85.3,85.1,84.8,84.8,84.8,84.7,85.3,85.0,85.1,85.0,85.3,84.7,85.0,85.4,85.1,85.0
odroid2,90.0,86.4,86.2,84.9,85.2,85.0,85.0,84.9,85.3,85.3,85.0,84.8,85.0,85.0,85.1,84.9,85.2,85.3,85.0,85.3,85.2
odroid2,89.8,86.3,85.9,85.4,84.9,84.9,84.9,84.5,84.9,84.8,84.8,84.7,84.6,84.9,84.8,84.4,84.3,84.7,84.8,84.8,84.5
odroid2,90.0,87.0,86.6,85.2,85.0,85.1,84.7,85.0,85.4,84.9,84.8,85.2,85.1,85.3,85.1,84.9,84.9,85.2,84.8,84.9,85.1
odroid2,89.6,87.0,86.7,85.5,84.7,85.0,84.9,84.8,84.9,85.0,85.1,85.2,84.9,85.0,85.0,84.9,84.9,85.1,84.9,85.1,85.0
odroid2,90.0,86.7,86.1,85.5,85.0,85.0,84.9,84.9,84.9,85.0,84.7,85.6,85.3,85.1,85.1,84.8,85.1,85.2,85.1,84.9,85.3
odroid2,90.0,86.8,86.6,85.0,84.9,84.5,85.2,85.1,85.0,84.9,85.1,85.1,85.0,84.9,84.9,85.1,85.0,85.0,85.4,85.1,85.0
odroid2,89.9,86.4,86.4,85.0,84.8,84.8,84.8,84.7,84.7,85.1,84.9,84.7,85.1,85.0,85.0,84.7,85.0,84.7,85.1,85.1,84.9
odroid2,89.6,87.1,86.0,85.3,84.9,84.9,84.6,85.0,84.9,85.0,84.9,84.8,85.1,84.7,84.8,84.6,85.0,85.3,84.8,84.8,84.9
odroid2,89.8,87.1,86.5,84.6,84.9,84.4,84.7,85.0,84.4,84.8,84.7,84.5,84.7,84.9,84.6,84.3,84.7,84.7,85.0,84.5,84.8
odroid2,89.6,86.8,86.4,85.3,84.9,84.9,85.9,85.1,84.9,84.9,85.1,85.3,85.2,84.9,85.4,84.9,85.3,85.2,85.3,84.9,84.9
odroid2,89.8,86.5,86.4,85.2,85.1,85.1,84.6,85.0,85.0,84.8,85.1,84.8,85.2,85.4,85.1,84.7,85.1,85.2,85.0,85.2,85.3
odroid2,89.3,86.3,86.2,84.9,84.9,85.0,85.1,84.6,84.7,85.0,84.8,84.8,84.8,84.6,84.7,84.5,84.9,85.0,84.7,84.7,84.4
odroid2,89.8,86.8,86.7,85.4,85.2,85.0,85.1,84.9,85.0,84.7,85.2,85.1,85.2,85.1,85.0,85.2,85.1,84.9,84.9,85.4,85.0
odroid2,89.7,86.7,86.5,85.5,84.8,85.3,85.5,84.9,90.3,90.5,86.2,88.2,86.4,86.2,86.6,88.0,86.1,86.5,87.2,94.3,91.5
odroid2,89.9,86.7,86.6,85.5,85.1,85.1,85.1,85.1,85.0,85.1,84.9,84.9,85.4,85.0,85.2,84.7,84.9,84.8,85.1,85.0,85.0
odroid2,89.4,86.6,86.2,85.2,84.8,84.6,84.5,84.7,84.7,84.9,84.6,84.6,84.8,84.9,84.8,84.6,84.9,84.8,84.7,84.5,84.9
odroid2,89.7,86.6,86.1,85.2,85.0,85.0,84.7,84.7,84.7,84.7,85.0,84.7,85.2,85.1,85.0,84.7,84.9,84.6,84.8,85.3,84.9
odroid2,89.7,86.4,86.1,84.8,84.7,84.7,84.7,84.8,84.8,84.5,84.9,85.0,84.9,84.8,84.7,84.7,84.9,84.8,84.8,84.8,84.9
odroid2,90.1,86.7,86.6,85.4,85.2,84.8,84.8,85.1,84.8,85.1,84.9,85.0,84.8,84.8,85.2,85.1,85.1,85.1,84.9,85.1,85.5
odroid2,89.8,86.4,86.5,85.0,84.7,84.4,84.6,84.8,85.0,84.7,85.1,84.9,84.9,84.8,85.0,84.9,85.0,85.0,84.5,85.0,84.7
odroid2,90.0,86.8,86.4,85.1,85.1,84.8,85.3,84.9,85.2,84.9,85.1,85.1,85.2,84.8,85.0,85.3,85.1,85.0,84.9,85.2,84.9
odroid2,89.6,86.1,85.8,85.0,84.8,84.7,84.5,84.9,85.0,84.8,85.0,84.8,84.9,84.6,84.5,84.9,84.4,85.0,85.3,84.8,84.8
odroid2,89.6,87.2,86.5,85.1,84.8,84.8,85.2,85.0,84.6,84.7,85.0,84.9,85.0,84.9,85.1,84.8,84.9,85.1,85.2,85.5,84.6
odroid2,89.8,86.7,86.3,85.4,84.9,85.2,84.9,85.0,84.8,85.1,84.7,84.9,85.1,85.3,85.0,84.8,84.8,84.9,84.9,85.0,84.9
odroid2,89.4,86.9,86.1,84.9,84.9,84.5,84.7,84.4,84.9,84.9,84.9,85.1,84.4,84.7,84.7,84.8,84.7,85.1,84.4,85.1,85.0
odroid2,89.9,86.4,86.1,85.2,85.6,86.2,89.6,87.5,89.0,86.5,87.0,86.7,87.9,86.4,86.5,85.5,85.5,86.5,86.4,85.2,87.2
odroid2,89.8,87.1,86.5,85.2,85.3,85.5,85.1,85.2,85.3,85.1,85.3,85.2,84.9,85.0,85.2,85.2,84.7,84.9,85.2,85.0,85.0
odroid2,89.4,86.5,85.8,85.0,84.6,84.7,84.9,84.5,84.7,84.5,84.6,85.0,84.6,84.9,84.4,84.9,84.9,84.7,84.7,84.9,84.3
odroid2,90.0,86.6,86.4,84.9,84.8,84.7,85.0,85.0,86.3,84.6,84.9,85.2,84.9,84.9,84.6,84.9,85.1,85.0,84.9,84.8,85.7
odroid2,89.7,86.5,86.8,85.5,85.0,84.6,85.2,85.1,84.7,85.1,84.9,84.9,85.1,85.1,84.9,85.1,85.0,85.6,84.7,85.1,85.2
odroid2,89.7,86.8,87.1,85.5,85.2,85.4,85.2,85.0,85.3,85.1,85.1,85.0,84.9,85.1,84.9,85.0,85.4,84.7,85.0,84.7,85.2
odroid2,89.9,87.0,86.2,85.2,84.9,85.2,84.7,84.7,84.7,84.6,84.9,84.6,85.1,85.0,84.8,84.7,84.8,84.7,84.8,84.6,85.1
odroid2,89.7,86.6,86.3,85.4,84.8,84.8,84.6,85.0,84.9,85.0,84.9,85.2,84.7,84.8,84.7,85.1,84.8,84.7,84.6,84.6,84.7
odroid2,89.9,86.6,86.5,85.1,84.6,85.2,85.1,85.1,85.1,85.0,84.7,84.9,85.1,84.8,84.9,85.0,85.0,84.7,84.6,84.8,85.2
odroid2,89.6,86.7,87.1,85.3,84.9,85.1,84.9,84.9,85.0,85.0,85.0,85.1,85.3,84.8,84.9,85.0,84.7,85.0,85.1,85.0,84.8
odroid2,90.1,87.1,87.0,85.4,85.2,85.3,85.1,85.4,85.2,85.3,84.7,85.1,85.9,85.1,85.3,85.1,84.7,84.6,85.1,85.1,85.2
odroid2,89.8,86.1,86.2,85.1,84.8,84.5,84.9,84.5,84.8,84.7,84.6,84.8,84.7,84.4,85.2,84.8,85.0,85.5,84.3,84.6,84.7
odroid2,89.6,86.8,86.5,85.3,84.9,85.1,85.2,85.1,85.1,85.1,85.1,84.9,84.5,84.7,84.8,85.2,85.2,84.8,85.0,85.2,85.2
odroid2,89.9,86.2,85.8,84.8,84.7,84.5,84.3,84.4,84.3,84.3,85.0,84.4,84.4,84.5,84.8,84.6,84.2,84.3,84.7,84.7,84.7
odroid2,89.6,86.6,86.5,85.3,85.2,85.2,85.2,84.8,84.8,85.2,84.8,84.8,85.0,85.0,84.7,85.1,85.1,85.0,84.8,85.0,85.0
odroid2,89.5,86.1,86.0,85.1,84.9,84.3,84.4,84.6,84.9,84.4,84.7,84.5,84.6,85.1,84.7,84.2,84.7,84.6,84.3,84.4,84.6
odroid2,89.7,86.8,86.1,85.5,85.1,85.1,85.0,85.0,85.5,84.6,84.9,85.2,85.1,85.4,84.7,84.9,84.9,85.1,85.3,84.8,85.3
odroid2,89.8,86.7,86.0,85.2,84.7,84.5,84.6,84.8,85.0,85.0,84.7,84.6,84.8,85.2,84.5,84.9,84.8,84.7,84.7,85.2,84.6
odroid2,89.8,86.7,86.4,85.2,84.7,84.5,84.8,85.1,84.9,85.0,84.6,84.9,85.3,84.6,84.6,84.9,84.9,84.5,85.0,84.6,84.9
odroid2,90.0,86.8,86.3,85.2,85.1,85.1,84.5,85.0,85.1,85.3,84.8,84.8,85.3,85.0,85.0,85.5,85.1,85.2,85.2,85.3,85.1
odroid2,90.0,87.4,86.4,85.0,84.9,84.7,85.2,84.8,85.0,84.8,85.3,85.5,84.8,85.0,84.8,85.2,85.0,85.1,85.1,84.6,85.2
odroid2,90.9,87.3,86.7,85.1,85.0,84.9,85.2,84.7,85.5,85.0,85.1,85.1,85.1,84.9,85.2,85.1,85.1,85.6,85.3,85.0,84.9
odroid2,90.2,86.5,86.0,85.3,85.3,85.2,85.1,84.6,85.0,85.0,85.4,85.1,85.4,85.3,85.1,84.9,85.3,85.1,84.9,85.0,85.2
odroid2,89.7,86.6,85.8,84.9,84.8,85.0,84.6,84.9,84.6,84.9,84.5,84.8,85.1,84.9,85.0,84.8,84.5,84.6,84.6,85.0,84.8
odroid2,89.8,86.7,87.0,85.5,85.0,85.0,84.9,85.1,85.2,84.9,85.2,85.1,85.1,85.3,84.8,85.3,85.2,85.4,85.2,85.2,85.1
odroid2,89.7,87.2,86.4,85.2,84.9,85.1,85.0,85.2,85.1,85.0,84.8,85.1,84.9,85.1,85.0,85.0,85.1,84.8,85.2,85.3,85.8
odroid2,89.9,86.9,86.3,85.6,84.9,85.2,85.1,85.3,84.8,84.8,85.2,85.2,85.1,85.7,84.9,84.9,85.0,85.1,85.2,85.3,84.9
odroid2,90.1,86.4,86.7,85.5,84.9,85.0,84.9,85.0,84.9,85.3,84.8,85.2,85.2,85.2,85.3,84.8,85.1,84.8,85.1,85.0,85.0
odroid2,89.5,87.2,86.2,84.9,85.0,86.6,84.5,85.2,85.4,85.1,84.7,84.8,84.7,84.8,85.2,84.8,85.0,85.2,84.8,84.9,84.8
odroid2,89.8,87.2,86.9,85.1,84.9,85.1,85.0,84.9,84.8,84.9,85.0,85.2,85.0,84.9,84.6,85.1,84.7,85.1,84.7,85.0,84.9
odroid2,89.6,86.3,86.1,85.1,84.8,84.8,85.1,85.0,85.0,84.9,85.0,84.8,84.7,84.5,84.7,84.9,84.8,84.7,85.3,84.7,84.6
odroid2,89.6,86.8,86.7,85.1,85.1,85.0,84.8,84.9,84.8,84.9,85.1,85.2,84.8,85.1,85.1,84.8,84.5,85.0,84.9,85.0,84.7
odroid2,90.0,86.6,86.2,85.0,84.7,84.8,85.0,84.7,85.0,84.9,84.8,84.8,85.3,85.1,85.1,85.0,85.3,84.7,84.9,84.7,84.9
odroid2,89.4,86.2,86.6,85.0,84.8,85.2,85.0,84.7,85.0,85.0,85.0,84.6,84.8,84.9,84.5,84.6,84.7,84.5,84.8,84.6,84.8
odroid2,89.9,86.6,86.8,85.2,84.8,85.0,84.9,84.8,84.8,84.8,85.1,84.7,84.8,84.7,85.1,84.8,84.7,84.7,85.0,84.7,84.6
odroid2,89.6,86.8,86.5,85.4,84.8,85.0,85.0,85.0,85.3,85.0,84.9,85.0,85.0,85.2,85.3,84.6,85.1,85.2,84.8,85.2,84.9
odroid2,89.4,86.4,86.1,85.6,85.0,85.0,85.0,84.9,85.3,84.5,84.9,84.9,84.7,85.2,84.6,84.7,84.9,84.9,85.0,84.9,84.8
odroid2,89.9,86.7,86.4,85.1,85.1,85.0,85.3,85.3,85.2,85.0,85.1,85.0,85.2,85.1,85.2,85.1,85.1,85.0,84.8,85.0,85.2
odroid2,89.6,87.0,86.5,85.5,85.0,85.2,85.2,84.7,85.8,85.1,85.3,90.6,84.9,85.2,85.2,85.4,84.9,85.3,85.2,85.2,85.1
odroid2,89.6,86.4,86.4,85.3,85.3,85.2,85.2,85.0,85.0,85.1,85.0,85.2,85.3,85.0,84.9,85.1,85.1,84.8,85.3,85.3,85.2
odroid2,89.6,86.6,86.2,85.4,84.7,84.9,85.0,85.0,85.1,85.2,84.7,84.9,84.8,85.0,85.2,85.0,85.0,84.8,85.2,84.6,85.0
odroid2,89.5,86.6,86.4,85.1,85.0,84.6,85.1,84.8,85.0,84.9,84.8,85.3,85.2,84.8,84.7,84.7,85.1,84.7,84.8,84.9,85.2
odroid2,89.8,86.4,86.9,85.4,84.7,84.9,84.9,84.7,84.8,84.9,84.7,85.1,85.2,85.0,85.0,85.2,84.9,84.9,84.9,85.1,84.6
odroid2,90.0,86.8,86.4,85.1,85.3,85.2,84.7,84.5,85.2,84.6,85.1,84.9,85.0,85.1,85.0,84.8,85.0,84.8,85.0,85.0,85.4
odroid2,89.2,86.5,86.0,85.2,84.7,84.8,84.7,84.9,85.2,84.7,85.0,84.7,84.8,84.6,84.7,84.9,84.8,84.8,84.7,84.9,84.8
odroid2,89.9,86.9,86.6,85.3,85.0,84.9,84.8,85.0,85.4,85.0,85.3,84.7,84.6,85.0,85.2,85.1,85.4,85.0,85.2,84.7,85.7
odroid2,89.8,86.7,86.7,85.4,85.2,85.2,84.9,85.7,85.2,84.8,85.2,85.4,85.0,85.2,85.1,84.9,85.2,85.1,85.0,85.6,85.2
odroid2,90.1,86.8,86.1,85.4,84.7,84.8,85.0,85.1,85.4,85.0,84.9,85.1,84.8,84.8,85.0,85.0,84.8,85.2,85.1,84.9,84.8
odroid2,89.7,86.8,86.1,84.8,84.8,84.7,84.8,85.2,85.1,84.8,84.8,85.1,84.8,85.5,85.3,84.7,85.0,85.0,85.1,85.3,85.1
odroid2,89.8,86.4,86.2,85.1,84.7,85.0,85.4,85.2,85.1,85.0,85.2,85.1,85.3,85.0,84.8,85.0,85.0,84.7,85.0,84.9,85.0
odroid2,89.7,86.6,86.5,85.2,84.9,84.7,84.7,85.0,84.9,85.0,85.0,84.7,85.0,85.0,84.7,84.7,85.3,85.0,85.0,85.1,85.2
odroid2,89.8,87.1,86.2,85.0,84.8,85.2,84.9,85.1,85.0,84.6,84.7,84.9,84.7,85.7,84.3,84.8,84.7,84.7,85.1,85.2,84.7
odroid2,90.3,86.8,86.5,85.2,85.0,84.7,84.8,84.8,84.8,84.8,84.8,85.0,84.9,85.0,85.4,85.0,85.1,84.9,85.1,85.0,84.8
odroid2,89.6,86.8,86.4,84.9,84.9,84.8,84.7,84.7,84.3,84.5,84.6,84.6,84.7,84.6,85.0,84.9,84.7,85.0,84.6,84.7,84.8
odroid2,89.6,87.1,86.2,85.0,84.5,84.7,84.9,84.8,85.0,84.6,84.6,84.8,84.6,84.6,84.7,84.5,85.0,84.8,84.8,84.8,84.9
odroid2,89.6,86.8,86.4,84.9,84.7,85.0,84.8,85.0,85.3,84.8,84.9,84.9,85.1,84.8,84.5,85.0,84.8,85.0,84.9,84.8,84.7
odroid2,90.2,86.5,86.6,85.1,84.9,84.9,85.5,84.9,85.5,85.1,85.2,85.2,85.2,85.1,85.2,85.0,85.3,84.8,85.2,85.0,85.3
odroid2,90.1,86.6,86.5,85.4,85.7,85.0,85.1,85.1,85.4,85.0,85.0,85.3,84.9,85.1,85.1,84.7,85.1,85.0,85.4,85.3,84.7
odroid2,92.1,96.0,99.4,93.4,97.3,84.5,84.7,84.8,84.7,84.4,84.6,85.0,84.9,84.9,84.6,85.1,84.7,84.9,84.8,84.7,84.7
